host_id,host_name,host_since_year,host_since_anniversary,id,neighbourhood_cleansed,city,state,zipcode,country,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,price,guests_included,extra_people,minimum_nights,host_response_time,host_response_rate,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value
2342043,Richard,2012,5/10,3516020,Centrum-West,Amsterdam,North Holland,1012 NH,Netherlands,52.37476623,4.895132624,Apartment,Private room,4,1.0,1.0,2.0,Real Bed,80,1,30,1,within a day,0.9,6,70.0,7.0,6.0,9.0,8.0,10.0,7.0
2345144,Maurizio,2012,5/11,472871,Centrum-West,Amsterdam,North Holland,1012,Netherlands,52.37620808,4.90201191,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,110,2,25,15,within a few hours,0.9,48,98.0,10.0,10.0,10.0,10.0,10.0,9.0
2351409,Ruud,2012,5/12,474252,Bos en Lommer,Amsterdam,North Holland,1053,Netherlands,52.37741513,4.856717805,Apartment,Shared room,2,1.0,1.0,2.0,Couch,35,1,15,2,within an hour,1.0,35,88.0,9.0,8.0,10.0,10.0,9.0,9.0
2352274,Alexander,2012,5/12,474452,De Baarsjes - Oud-West,Amsterdam,North Holland,1057,Netherlands,52.36974543,4.860264786,Apartment,Entire home/apt,2,1.0,2.0,1.0,Real Bed,95,2,0,5,within a few hours,1.0,11,93.0,9.0,9.0,9.0,9.0,9.0,9.0
2353917,David,2012,5/12,1734427,Oostelijk Havengebied - Indische Buurt,Amsterdam,North Holland,1095 BJ,Netherlands,52.36050476,4.941738204,Apartment,Private room,2,0.5,1.0,1.0,Real Bed,45,1,10,2,within an hour,0.93,26,88.0,9.0,9.0,10.0,10.0,8.0,8.0
2355409,Marelie,2012,5/12,475251,De Baarsjes - Oud-West,Amsterdam,North Holland,1054,Netherlands,52.36338514,4.866101372,Apartment,Entire home/apt,4,1.5,2.0,1.0,Real Bed,150,2,50,3,within a day,0.83,13,95.0,10.0,9.0,10.0,10.0,10.0,10.0
2358181,Dayanara,2012,5/13,559535,Zuid,Amsterdam,NH,1076 CA,Netherlands,52.34345306,4.862787694,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,80,2,40,3,within an hour,1.0,24,93.0,9.0,10.0,9.0,10.0,9.0,9.0
2358181,Dayanara,2012,5/13,4663969,Buitenveldert - Zuidas,Amsterdam,Noord-Holland,1076,Netherlands,52.34257134,4.863550567,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,65,1,0,3,within an hour,1.0,2,90.0,10.0,9.0,10.0,10.0,9.0,9.0
2358708,Mieke,2012,5/13,475755,Westerpark,Amsterdam,North Holland,1051,Netherlands,52.38589473,4.869730854,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,65,1,30,1,within an hour,1.0,61,87.0,9.0,7.0,9.0,9.0,9.0,9.0
2360930,Diederick & Querine,2012,5/13,476321,Westerpark,Amsterdam,North Holland,1052,Netherlands,52.37475065,4.874914937,Apartment,Entire home/apt,4,2.0,2.0,2.0,Real Bed,300,2,25,3,within a day,0.87,15,96.0,10.0,10.0,10.0,10.0,10.0,9.0
2361545,Pieter,2012,5/13,4707711,De Baarsjes - Oud-West,Amsterdam,Noord-Holland,1054 LZ,Netherlands,52.3575712,4.854913923,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,69,1,20,3,within an hour,1.0,3,100.0,10.0,10.0,10.0,10.0,10.0,10.0
2361679,Fiona,2012,5/13,4475255,Centrum-Oost,Amsterdam,North Holland,1011,Netherlands,52.37232804,4.904326475,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,99,1,0,3,within an hour,1.0,6,90.0,9.0,8.0,10.0,10.0,10.0,9.0
2362878,Jouk,2012,5/13,2097981,Oostelijk Havengebied - Indische Buurt,Amsterdam,North Holland,1019 LR,Netherlands,52.37609923,4.943986042,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,60,2,20,2,within a few hours,1.0,9,96.0,10.0,9.0,10.0,10.0,10.0,10.0
2363190,Diederik,2012,5/13,476822,De Pijp - Rivierenbuurt,Amsterdam,North Holland,1091,Netherlands,52.35286344,4.907144737,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,90,2,0,3,within a day,1.0,41,94.0,10.0,9.0,10.0,9.0,9.0,9.0
2366067,Laurens,2012,5/14,486564,Westerpark,Amsterdam,North Holland,1051,Netherlands,52.38533486,4.870643318,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,74,2,0,3,within a day,0.9,39,97.0,9.0,10.0,10.0,10.0,9.0,10.0
2367665,Eddie,2012,5/14,2796590,Westerpark,Amsterdam,North Holland,1052LL,Netherlands,52.37343292,4.873783098,Apartment,Entire home/apt,3,1.0,2.0,2.0,Real Bed,109,1,0,4,within an hour,1.0,2,90.0,10.0,10.0,10.0,10.0,10.0,10.0
2370388,Sofie,2012,5/14,556407,Westerpark,Amsterdam,North Holland,1051,Netherlands,52.3792131,4.868972364,Apartment,Entire home/apt,5,1.0,1.0,3.0,Real Bed,89,2,20,1,within a day,1.0,9,96.0,10.0,9.0,10.0,10.0,9.0,10.0
2370841,Tijntje,2012,5/14,478660,Centrum-West,Amsterdam,North Holland,1013,Netherlands,52.38825389,4.891912313,Apartment,Entire home/apt,6,1.0,3.0,6.0,Real Bed,300,4,25,2,within a few hours,1.0,45,99.0,10.0,9.0,10.0,10.0,9.0,9.0
2379776,Julia & AJ,2012,5/15,585104,Watergraafsmeer,Amsterdam,North Holland,1098,Netherlands,52.35306331,4.94322069,Apartment,Entire home/apt,3,1.0,2.0,2.0,Real Bed,100,2,0,2,within a day,0.81,4,100.0,10.0,10.0,10.0,10.0,10.0,10.0
2382303,Maira,2012,5/15,3275910,Centrum-West,Amsterdam,North Holland,1016 XA,Netherlands,52.36928754,4.878594315,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,70,0,0,2,within an hour,1.0,4,85.0,10.0,9.0,9.0,10.0,9.0,8.0
2382303,Maira,2012,5/15,3290028,Centrum-West,Amsterdam,North Holland,1016 XA,Netherlands,52.36662944,4.877917332,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,75,0,0,3,within an hour,1.0,2,90.0,10.0,8.0,10.0,10.0,9.0,10.0
2390163,Elizabeth,2012,5/16,482869,De Baarsjes - Oud-West,Amsterdam,North Holland,1054,Netherlands,52.36391379,4.864228862,Apartment,Entire home/apt,4,1.0,1.0,3.0,Real Bed,120,2,40,2,within a few hours,1.0,29,90.0,9.0,9.0,10.0,10.0,9.0,9.0
2391712,Karin,2012,5/16,2845562,Centrum-Oost,Amsterdam,North Holland,1018VW,Netherlands,52.36275942,4.911489591,House,Entire home/apt,6,2.0,4.0,7.0,Real Bed,375,5,50,3,within a few hours,1.0,5,100.0,10.0,10.0,10.0,10.0,10.0,10.0
2395124,Emma,2012,5/17,2174515,Centrum-West,Amsterdam,North Holland,1015,Netherlands,52.37821376,4.884432985,Boat,Entire home/apt,4,1.0,1.0,4.0,Real Bed,180,2,30,3,within a few hours,1.0,9,100.0,10.0,9.0,10.0,10.0,10.0,10.0
2395124,Emma,2012,5/17,1937894,Centrum-West,Amsterdam,North Holland,1015 DZ,Netherlands,52.37883135,4.883741003,Boat,Entire home/apt,4,1.0,1.0,4.0,Real Bed,175,2,30,3,within a few hours,1.0,4,87.0,9.0,9.0,9.0,7.0,10.0,7.0
2396890,Esther,2012,5/17,484836,De Baarsjes - Oud-West,Amsterdam,North Holland,1057,Netherlands,52.37065981,4.860254859,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,100,2,25,2,within a few hours,1.0,36,98.0,10.0,10.0,10.0,10.0,9.0,10.0
2397045,Nick,2012,5/17,490374,Slotervaart,Amsterdam,North Holland,1058,Netherlands,52.35260464,4.844682777,Apartment,Shared room,2,1.5,1.0,1.0,Real Bed,99,1,0,2,within an hour,1.0,9,85.0,8.0,8.0,9.0,10.0,9.0,8.0
2397126,Anna & Maarten,2012,5/17,484226,Bos en Lommer,Amsterdam,North Holland,1055 TE,Netherlands,52.37657138,4.857004558,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,90,2,20,2,within a few hours,1.0,17,99.0,10.0,9.0,10.0,10.0,9.0,9.0
2402296,Corry,2012,5/17,485237,Slotervaart,Amsterdam,North Holland,1064,Netherlands,52.36402102,4.830338645,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,105,4,25,2,within a few hours,1.0,5,95.0,9.0,9.0,10.0,9.0,8.0,9.0
2404248,Christy,2012,5/18,485636,De Baarsjes - Oud-West,Amsterdam,North Holland,1053,Netherlands,52.36372647,4.874930374,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,78,1,0,4,within an hour,1.0,49,94.0,10.0,10.0,10.0,10.0,10.0,9.0
2405326,Judith,2012,5/18,3159928,Bos en Lommer,Amsterdam,North Holland,1055 JC,Netherlands,52.37952473,4.849927071,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,95,2,25,2,within a day,0.75,5,92.0,10.0,10.0,9.0,9.0,9.0,9.0
2408429,Safinaz,2012,5/18,3029737,Centrum-Oost,Amsterdam,North Holland,1018 JM,Netherlands,52.36364449,4.911307021,Apartment,Entire home/apt,6,1.5,2.0,3.0,Real Bed,125,4,20,1,within an hour,1.0,9,70.0,7.0,6.0,9.0,8.0,6.0,6.0
2408429,Safinaz,2012,5/18,593101,Centrum-Oost,Amsterdam,North Holland,1018,Netherlands,52.37275227,4.91996827,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,65,1,25,2,within an hour,1.0,40,97.0,9.0,10.0,10.0,10.0,9.0,10.0
2411128,Joyce,2012,5/19,953041,Centrum-West,Amsterdam,North Holland,1015 DT,Netherlands,52.37613078,4.886615511,Boat,Entire home/apt,2,1.0,1.0,1.0,Real Bed,295,1,0,1,within an hour,0.9,42,95.0,10.0,9.0,10.0,10.0,10.0,9.0
2411384,Kim,2012,5/19,715799,Zuid,Amsterdam,North Holland,1017,Netherlands,52.36101611,4.884788191,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,175,2,75,2,within a day,0.86,4,100.0,10.0,10.0,10.0,10.0,10.0,10.0
2411547,Jossie,2012,5/19,3089360,De Baarsjes - Oud-West,Amsterdam,North Holland,1056,Netherlands,52.36894637,4.849671158,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,100,1,0,2,within a few hours,1.0,14,83.0,8.0,9.0,9.0,9.0,9.0,8.0
2411729,Claire,2012,5/19,487325,Centrum-West,Amsterdam,North Holland,1016,Netherlands,52.37318071,4.875662464,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,140,2,35,1,within a few hours,0.96,15,98.0,10.0,10.0,10.0,10.0,10.0,9.0
2421854,Margreet,2012,5/20,489832,De Baarsjes - Oud-West,Amsterdam,North Holland,1054,Netherlands,52.36361746,4.867616949,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,100,1,25,3,within a day,1.0,4,100.0,10.0,10.0,10.0,10.0,9.0,9.0
2426121,Danny,2012,5/21,1107043,Westerpark,Amsterdam,North Holland,1013 AS,Netherlands,52.39233692,4.892021898,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,95,4,50,2,within a day,0.77,27,92.0,10.0,10.0,10.0,10.0,9.0,9.0
2427338,Felicia,2012,5/21,4656557,Oud-Noord,Amsterdam,Noord-Holland,1025 RW,Netherlands,52.39014954,4.923085251,Cabin,Entire home/apt,2,1.0,0.0,1.0,Real Bed,65,1,0,2,within an hour,1.0,1,80.0,10.0,10.0,10.0,10.0,10.0,8.0
2435454,Wies,2012,5/22,492795,Zuid,Amsterdam,Noord-Holland,1072,Netherlands,52.3594107,4.885931373,Apartment,Entire home/apt,2,1.0,1.0,4.0,Real Bed,120,2,37,2,within a day,1.0,3,100.0,10.0,9.0,10.0,10.0,10.0,9.0
2437130,Derek,2012,5/22,496497,Centrum-Oost,Amsterdam,North Holland,1011 BT,Netherlands,52.37682743,4.903623713,Boat,Private room,2,1.0,1.0,1.0,Real Bed,167,2,0,3,within a day,1.0,26,96.0,10.0,9.0,10.0,10.0,10.0,9.0
2439446,Maarten,2012,5/22,1036251,De Pijp - Rivierenbuurt,Amsterdam,North Holland,1078,Netherlands,52.34769793,4.909106878,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,59,1,10,3,within a day,0.78,2,90.0,9.0,10.0,9.0,10.0,7.0,9.0
2439449,Henriette,2012,5/22,570753,Zuid,Amsterdam,North Holland,1075,Netherlands,52.34933932,4.869131622,Bed & Breakfast,Private room,3,1.0,1.0,2.0,Real Bed,55,1,10,3,within an hour,1.0,121,97.0,10.0,10.0,10.0,10.0,10.0,10.0
2444422,Frans,2012,5/23,3521367,De Pijp - Rivierenbuurt,Amsterdam,Noord-Holland,1072XW,Netherlands,52.35568572,4.889334969,Apartment,Entire home/apt,5,1.5,2.0,3.0,Real Bed,200,4,20,3,within an hour,1.0,5,92.0,10.0,9.0,10.0,10.0,9.0,9.0
2444422,Frans,2012,5/23,2693508,De Pijp - Rivierenbuurt,Amsterdam,Noord-Holland,1072,Netherlands,52.35635108,4.890502817,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,145,2,25,2,within an hour,1.0,25,91.0,9.0,9.0,10.0,10.0,10.0,8.0
2444422,Frans,2012,5/23,2816644,De Pijp - Rivierenbuurt,Amsterdam,Noord-Holland,1072 XW,Netherlands,52.35703873,4.891227509,Apartment,Entire home/apt,4,1.0,1.0,3.0,Real Bed,145,3,25,4,within an hour,1.0,9,91.0,9.0,10.0,9.0,9.0,10.0,8.0
2446524,Fleur,2012,5/23,592804,Centrum-Oost,Amsterdam,North Holland,1017,Netherlands,52.36066311,4.901910462,Apartment,Entire home/apt,7,2.0,4.0,4.0,Real Bed,250,4,50,3,within a day,1.0,29,97.0,10.0,10.0,10.0,10.0,10.0,9.0
2449055,Marieke,2012,5/23,495862,Zuid,Amsterdam,North Holland,1054,Netherlands,52.36061885,4.873053006,Apartment,Entire home/apt,4,1.0,2.0,4.0,Real Bed,200,4,0,4,within a few hours,0.86,4,100.0,10.0,9.0,10.0,10.0,10.0,10.0
2452766,Stef,2012,5/24,4960963,Oostelijk Havengebied - Indische Buurt,Amsterdam,Noord-Holland,1094 ed,Netherlands,52.36365305,4.932762056,Apartment,Entire home/apt,2,1.0,1.0,2.0,Real Bed,49,1,0,1,within a day,0.7,5,92.0,10.0,10.0,9.0,9.0,9.0,10.0
2460925,Hans,2012,5/25,498514,De Pijp - Rivierenbuurt,Amsterdam,North Holland,1079,Netherlands,52.34071605,4.909998754,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,100,2,30,3,within a few hours,1.0,5,100.0,10.0,10.0,10.0,10.0,9.0,10.0
2460974,Marjanne,2012,5/25,730965,Oostelijk Havengebied - Indische Buurt,Amsterdam,North Holland,1094,Netherlands,52.36416781,4.931985405,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,90,2,0,2,within a day,0.5,25,91.0,9.0,10.0,10.0,10.0,9.0,9.0
2461841,Lara,2012,5/25,498759,Westerpark,Amsterdam,North Holland,1052 HL,Netherlands,52.37699536,4.874715568,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,56,1,30,4,within a day,0.85,58,89.0,9.0,9.0,10.0,10.0,9.0,9.0
2466907,Bart,2012,5/26,667868,Zuid,Amsterdam,North Holland,1075,Netherlands,52.35348075,4.854406644,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,189,1,0,2,within an hour,1.0,2,97.0,10.0,9.0,10.0,10.0,9.0,10.0
2467597,Joline,2012,5/26,667928,Centrum-West,Amsterdam,North Holland,1015,Netherlands,52.38093227,4.886531421,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,110,1,0,2,a few days or more,0.25,13,97.0,10.0,10.0,10.0,10.0,10.0,9.0
2469696,Rosemarijn,2012,5/26,500516,Centrum-Oost,Amsterdam,North Holland,1017,Netherlands,52.36551498,4.885977956,Apartment,Entire home/apt,2,1.0,1.0,4.0,Real Bed,129,2,25,1,within a day,0.8,14,96.0,10.0,10.0,10.0,9.0,10.0,10.0
2473044,Carolien,2012,5/27,550441,Zuid,Amsterdam,North Holland,1075,Netherlands,52.35624883,4.854860589,Apartment,Entire home/apt,3,1.0,2.0,2.0,Real Bed,90,1,20,2,within a few hours,1.0,19,99.0,10.0,9.0,10.0,10.0,10.0,9.0
2473696,Bart,2012,5/27,557672,Centrum-West,Amsterdam,North Holland,1016,Netherlands,52.37045924,4.883844024,House,Entire home/apt,4,2.0,2.0,2.0,Real Bed,250,1,0,3,within a few hours,0.83,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0
2478028,Evelina,2012,5/27,3831385,Centrum-West,Amsterdam,North Holland,1012,Netherlands,52.37522439,4.900713275,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,96,2,20,3,within a few hours,0.9,13,85.0,9.0,8.0,9.0,10.0,10.0,8.0
2478096,Robert,2012,5/27,3322732,Centrum-West,Amsterdam,North Holland,1013 LA,Netherlands,52.38663957,4.887581741,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,135,1,0,4,within a few hours,1.0,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0
2480643,Emma,2012,5/28,1149289,Centrum-Oost,Amsterdam,North Holland,1018 LZ,Netherlands,52.36937878,4.919828357,Apartment,Entire home/apt,3,1.5,2.0,2.0,Real Bed,95,1,20,1,within an hour,1.0,26,94.0,10.0,9.0,10.0,10.0,9.0,9.0
2483843,Alban,2012,5/28,503629,Zuid,Amsterdam,North Holland,1071,Netherlands,52.35364239,4.878240646,Apartment,Entire home/apt,3,1.0,2.0,2.0,Real Bed,115,2,20,2,within a day,0.7,4,95.0,10.0,10.0,10.0,10.0,10.0,10.0
2485229,Brian,2012,5/28,609250,Centrum-West,Amsterdam,North Holland,1054,Netherlands,52.36920015,4.876363697,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,205,1,20,2,within an hour,1.0,17,100.0,10.0,10.0,10.0,10.0,10.0,10.0
2491847,P & M,2012,5/29,1136047,De Pijp - Rivierenbuurt,Amsterdam,North Holland,1078,Netherlands,52.34754915,4.896706435,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,150,2,0,3,within an hour,1.0,15,91.0,10.0,10.0,10.0,10.0,9.0,9.0
2492723,Irene,2012,5/29,505650,Zuid,Amsterdam,North Holland,1071,Netherlands,52.35499518,4.876105688,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,105,2,40,3,within a few hours,1.0,13,98.0,9.0,10.0,10.0,10.0,10.0,10.0
2493425,Simone,2012,5/29,505804,Westerpark,Amsterdam,North Holland,1052 BH,Netherlands,52.38479734,4.877257048,Apartment,Entire home/apt,4,1.0,1.0,3.0,Real Bed,65,2,15,3,within a day,0.7,39,96.0,10.0,9.0,10.0,10.0,9.0,9.0
2499050,Tijs,2012,5/30,506885,Centrum-Oost,Amsterdam,North Holland,1074,Netherlands,52.3621027,4.897235292,Apartment,Private room,4,1.0,1.0,2.0,Real Bed,150,2,75,1,within a day,0.64,26,88.0,8.0,7.0,9.0,9.0,9.0,8.0
2501656,Stephanie,2012,5/30,507598,Centrum-West,Amsterdam,North Holland,1016,Netherlands,52.37862464,4.879444965,Apartment,Entire home/apt,5,1.0,2.0,3.0,Real Bed,350,4,50,4,within an hour,1.0,37,95.0,10.0,9.0,10.0,10.0,10.0,9.0
2503918,Marloes,2012,5/30,508033,Watergraafsmeer,Amsterdam,North Holland,1098,Netherlands,52.35295064,4.934038952,House,Private room,2,0.5,1.0,1.0,Real Bed,55,1,0,3,within an hour,1.0,72,93.0,9.0,9.0,10.0,10.0,9.0,9.0
2504228,Neven,2012,5/30,4213099,Zuid,Amsterdam,Noord-Holland,1058KJ,Netherlands,52.35210169,4.85089246,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,100,1,0,2,within a day,0.78,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0
2504685,Yvette,2012,5/30,627628,Oud-Oost,Amsterdam,North Holland,1092,Netherlands,52.35749328,4.923661554,Apartment,Entire home/apt,2,1.0,2.0,1.0,Real Bed,110,2,20,1,a few days or more,0.11,5,93.0,9.0,10.0,10.0,10.0,10.0,10.0
2517148,Anna,2012,6/1,510912,Centrum-West,Amsterdam,Noord-Holland,1016 PV,Netherlands,52.37317365,4.879928071,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,99,1,0,3,within a day,0.77,62,90.0,9.0,9.0,9.0,9.0,10.0,9.0
2525863,Eric,2012,6/2,543561,Centrum-Oost,Amsterdam,North Holland,1018 LP,Netherlands,52.37130741,4.922114819,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,79,1,0,2,within a day,0.8,6,100.0,9.0,10.0,10.0,10.0,8.0,8.0
2531171,Boat People,2012,6/3,513743,Oostelijk Havengebied - Indische Buurt,Amsterdam,North Holland,1019,Netherlands,52.37593322,4.93980416,Boat,Entire home/apt,9,2.5,5.0,9.0,Real Bed,350,6,25,7,within a day,1.0,12,96.0,10.0,9.0,10.0,10.0,9.0,9.0
2531171,Boat People,2012,6/3,578386,Oostelijk Havengebied - Indische Buurt,Amsterdam,North Holland,1019,Netherlands,52.37655596,4.940934981,Boat,Entire home/apt,7,2.0,3.0,5.0,Real Bed,200,4,15,7,within a few hours,1.0,12,98.0,10.0,10.0,10.0,10.0,9.0,9.0
2531171,Boat People,2012,6/3,638555,Oostelijk Havengebied - Indische Buurt,Amsterdam,North Holland,1019 BD,Netherlands,52.37697308,4.941492407,Boat,Entire home/apt,7,1.5,3.0,6.0,Real Bed,250,4,15,7,within a day,1.0,3,98.0,9.0,10.0,10.0,10.0,9.0,10.0
2531171,Boat People,2012,6/3,1905423,De Pijp - Rivierenbuurt,Amsterdam,North Holland,1074 JH,Netherlands,52.35275966,4.908623096,Boat,Entire home/apt,6,3.0,3.0,4.0,Real Bed,210,4,20,6,within a few hours,1.0,13,94.0,10.0,9.0,10.0,10.0,9.0,9.0
2531171,Boat People,2012,6/3,578355,Oostelijk Havengebied - Indische Buurt,Amsterdam,North Holland,1019 BG,Netherlands,52.37574445,4.941569431,Boat,Entire home/apt,4,1.0,2.0,1.0,Real Bed,100,2,18,7,within a few hours,1.0,2,100.0,10.0,9.0,10.0,10.0,10.0,10.0
2531171,Boat People,2012,6/3,1350408,Oostelijk Havengebied - Indische Buurt,Amsterdam,North Holland,1019 BD,Netherlands,52.37529428,4.93905752,Boat,Entire home/apt,3,1.0,2.0,2.0,Real Bed,70,2,12,7,within a day,1.0,6,87.0,9.0,9.0,10.0,10.0,8.0,9.0
2531171,Boat People,2012,6/3,555301,Oostelijk Havengebied - Indische Buurt,Amsterdam,North Holland,1019,Netherlands,52.37683367,4.942007042,Boat,Entire home/apt,3,1.0,1.0,2.0,Real Bed,110,2,15,7,within a day,1.0,1,80.0,10.0,6.0,10.0,10.0,6.0,8.0
2532413,Noud,2012,6/3,514199,Centrum-West,Amsterdam,North Holland,1015,Netherlands,52.37871119,4.883406886,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,110,2,30,2,within an hour,1.0,113,94.0,10.0,10.0,10.0,10.0,10.0,9.0
2536745,Laurens,2012,6/3,515060,Centrum-West,Amsterdam,North Holland,1016,Netherlands,52.37141152,4.889908239,Apartment,Entire home/apt,3,1.0,2.0,2.0,Real Bed,220,2,30,4,within a few hours,1.0,22,96.0,10.0,10.0,10.0,10.0,10.0,10.0
2539835,Marie,2012,6/4,1408035,De Aker - Nieuw Sloten,Amsterdam,North Holland,1066 WS,Netherlands,52.34403016,4.804185768,House,Entire home/apt,5,1.5,2.0,5.0,Real Bed,100,4,25,5,within a few hours,1.0,9,96.0,10.0,10.0,10.0,9.0,8.0,9.0
2540315,Femke,2012,6/4,1648314,Westerpark,Amsterdam,North Holland,1052 CN,Netherlands,52.38158342,4.878802059,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,135,1,0,1,within a day,0.64,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0
2540480,Derk,2012,6/4,515749,Centrum-Oost,Amsterdam,North Holland,1017,Netherlands,52.36057273,4.896316922,Boat,Entire home/apt,3,1.0,1.0,1.0,Real Bed,125,2,30,2,within an hour,1.0,127,97.0,10.0,9.0,10.0,10.0,10.0,10.0
2541099,Anne-Marie,2012,6/4,515921,Zuid,Amsterdam,North Holland,1075 VM,Netherlands,52.35088516,4.853517303,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,105,2,25,2,within a day,0.69,32,87.0,9.0,8.0,9.0,9.0,9.0,8.0
2541713,Annelotte,2012,6/4,5148662,De Baarsjes - Oud-West,Amsterdam,Noord-Holland,1053 LD,Netherlands,52.3665841,4.873276718,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,150,1,0,2,within a few hours,1.0,3,100.0,10.0,10.0,10.0,10.0,10.0,10.0
2542800,Noëlle,2012,6/4,516482,Westerpark,Amsterdam,North Holland,1013,Netherlands,52.38873785,4.884372427,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,75,2,25,7,within a day,0.7,9,90.0,9.0,7.0,10.0,9.0,10.0,8.0
2546349,Carina,2012,6/4,2050371,Centrum-Oost,Amsterdam,North Holland,1019 BX,Netherlands,52.37305919,4.930362759,Apartment,Entire home/apt,4,1.0,2.0,4.0,Real Bed,130,1,0,2,within a day,0.5,7,94.0,9.0,9.0,9.0,10.0,10.0,9.0
2547237,Stefanie,2012,6/4,2896769,Westerpark,Amsterdam,North Holland,1052 KP,Netherlands,52.3751694,4.874946067,Apartment,Entire home/apt,6,1.5,2.0,3.0,Real Bed,250,4,50,1,within a few hours,0.91,9,100.0,10.0,10.0,10.0,10.0,10.0,9.0
2550339,Aemilia,2012,6/5,517996,Centrum-West,Amsterdam,North Holland,1015,Netherlands,52.3781296,4.885936764,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,220,1,0,2,within a day,0.53,10,94.0,10.0,9.0,9.0,9.0,10.0,9.0
2550542,Jorg,2012,6/5,518038,Centrum-Oost,Amsterdam,North Holland,1017,Netherlands,52.36329062,4.887617021,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,170,1,0,3,within a few hours,1.0,16,97.0,10.0,10.0,10.0,10.0,10.0,10.0
2551509,Sem,2012,6/5,591348,De Baarsjes - Oud-West,Amsterdam,North Holland,1054,Netherlands,52.36216055,4.87474226,Apartment,Private room,2,1.5,1.0,1.0,Real Bed,54,1,0,1,within a day,0.83,177,96.0,10.0,10.0,10.0,10.0,10.0,9.0
2551509,Sem,2012,6/5,518309,De Baarsjes - Oud-West,Amsterdam,North Holland,1054,Netherlands,52.36247149,4.873385596,Apartment,Private room,2,1.5,1.0,1.0,Real Bed,54,1,0,1,within a day,0.82,222,96.0,10.0,10.0,10.0,10.0,10.0,9.0
2554245,Bennie,2012,6/5,524426,Oud-Noord,Amsterdam,North Holland,1023,Netherlands,52.38798745,4.943456351,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,115,2,10,2,within an hour,1.0,34,94.0,10.0,10.0,10.0,10.0,9.0,9.0
2559901,Rik & Tiel,2012,6/6,4633688,Centrum-West,Amsterdam,Noord-Holland,1013 LM,Netherlands,52.3867412,4.887755116,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,285,2,90,2,within a few hours,1.0,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0
